from_node,to_node
AICHI MICRO INTELLIGENT CORPORATION,TOYOTA BOSHOKU KABUSHIKI KAISHA
"HORIBA, LTD.",JAPAN AUTOMOBILE RESEARCH INSTITUTE
Institute of Experimental Botany ASCR,UNIVERZITA PALACKÉHO V OLOMOUCI
ASML NETHERLANDS B.V.,Carl Zeiss SMT GmbH
TOYOTA JIDOSHA KABUSHIKI KAISHA,YAZAKI CORPORATION
THE CHILDREN'S HOSPITAL OF PHILADELPHIA,William Marsh Rice University
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Universite Paris Nord (Paris XII) Institut Galilee
"Optohub Co., Ltd",Yokogawa Electric Corporation
Furuuchi Chemical Corporation,NATIONAL INSTITUTE FOR MATERIALS SCIENCE
Nishinomiya City,SUNTORY FLOWERS LIMITED
"HONDA MOTOR CO., LTD.",The Board of Trustees of the Leland Stanford Junior University
"CALANDO PHARMACEUTICALS, INC.",CALIFORNIA INSTITUTE OF TECHNOLOGY
KONINKLIJKE PHILIPS ELECTRONICS NV,SHARP KABUSHIKI KAISHA
Avicore Biotechnology Institute Inc.,Seoul National University Industry Foundation
DENSO CORPORATION,"KOMATSUSEIKI KOSAKUSHO CO., LTD"
NIPPON STEEL CORPORATION,Nippon Bunri University School of Engineering
"Nakaya Co., Ltd.",Yamanashi Prefecture
"Nakaya Co., Ltd.",Yamanashi University
Yamanashi Prefecture,Yamanashi University
TEXAS INSTRUMENTS DEUTSCHLAND GMBH,TEXAS INSTRUMENTS INCORPORATED
Mitsubishi Electric Corporation,NIPPON HOSO KYOKAI
"JAE TAIWAN, LTD.","JAPAN AVIATION ELECTRONICS INDUSTRY, LIMITED"
Japan Science and Technology Agency,National Institute of Advanced Industrial Science and Technology
"HONDA MOTOR CO., LTD.",MITSUBA Corporation
"HONDA MOTOR CO., LTD.","MITSUI MINING & SMELTING CO., LTD."
MITSUBA Corporation,"MITSUI MINING & SMELTING CO., LTD."
E.I. DU PONT DE NEMOURS AND COMPANY,"SAMSUNG ELECTRONICS CO., LTD."
"JAPAN AVIATION ELECTRONICS INDUSTRY, LIMITED","SAMSUNG ELECTRONICS CO., LTD."
BOARD OF TRUSTEES OF MICHIGAN STATE UNIVERSITY,General Electric Company
"CENTRAL GLASS COMPANY, LIMITED",PANASONIC HOLDINGS CORPORATION
"CENTRAL GLASS COMPANY, LIMITED","SHIN-ETSU CHEMICAL CO., LTD."
PANASONIC HOLDINGS CORPORATION,"SHIN-ETSU CHEMICAL CO., LTD."
TOYOTA BOSHOKU KABUSHIKI KAISHA,TOYOTA JIDOSHA KABUSHIKI KAISHA
Mitsubishi Electric Corporation,"Mitsubishi Rayon Textile Co., Ltd."
"GMC HILLSTONE CO., LTD.","MURATA MACHINERY, LTD."
BOARD OF TRUSTEES OF MICHIGAN STATE UNIVERSITY,"SIGNA CHEMISTRY, INC."
"ADVANCED MATERIAL TECHNOLOGIES, INC.","FJ COMPOSITE MATERIALS CO., LTD."
"ADVANCED MATERIAL TECHNOLOGIES, INC.",MITSUBISHI CORPORATION
"FJ COMPOSITE MATERIALS CO., LTD.",MITSUBISHI CORPORATION
FUJITSU LIMITED,"Hitachi Global Storage Technologies Japan, Ltd."
FUJITSU LIMITED,Phoenix Technologies K.K. of Tokyo
FUJITSU LIMITED,Pioneer Corporation
FUJITSU LIMITED,"SANYO ELECTRIC CO., LTD."
FUJITSU LIMITED,SHARP KABUSHIKI KAISHA
FUJITSU LIMITED,"Victor Company of Japan, Ltd."
"Hitachi Global Storage Technologies Japan, Ltd.",Phoenix Technologies K.K. of Tokyo
"Hitachi Global Storage Technologies Japan, Ltd.",Pioneer Corporation
"Hitachi Global Storage Technologies Japan, Ltd.","SANYO ELECTRIC CO., LTD."
"Hitachi Global Storage Technologies Japan, Ltd.",SHARP KABUSHIKI KAISHA
"Hitachi Global Storage Technologies Japan, Ltd.","Victor Company of Japan, Ltd."
Phoenix Technologies K.K. of Tokyo,Pioneer Corporation
Phoenix Technologies K.K. of Tokyo,"SANYO ELECTRIC CO., LTD."
Phoenix Technologies K.K. of Tokyo,SHARP KABUSHIKI KAISHA
Phoenix Technologies K.K. of Tokyo,"Victor Company of Japan, Ltd."
Pioneer Corporation,"SANYO ELECTRIC CO., LTD."
Pioneer Corporation,SHARP KABUSHIKI KAISHA
Pioneer Corporation,"Victor Company of Japan, Ltd."
"SANYO ELECTRIC CO., LTD.",SHARP KABUSHIKI KAISHA
"SANYO ELECTRIC CO., LTD.","Victor Company of Japan, Ltd."
SHARP KABUSHIKI KAISHA,"Victor Company of Japan, Ltd."
Canadian Oil Sands Limited Partnership,Conocophillips Oilsands Partnership II
Canadian Oil Sands Limited Partnership,Imperial Oil Resources
Canadian Oil Sands Limited Partnership,Mocal Energy Limited
Canadian Oil Sands Limited Partnership,Murphy Oil Company Ltd.
Canadian Oil Sands Limited Partnership,Nexen Oil Sands Partnership
Conocophillips Oilsands Partnership II,Imperial Oil Resources
Conocophillips Oilsands Partnership II,Mocal Energy Limited
Conocophillips Oilsands Partnership II,Murphy Oil Company Ltd.
Conocophillips Oilsands Partnership II,Nexen Oil Sands Partnership
Imperial Oil Resources,Mocal Energy Limited
Imperial Oil Resources,Murphy Oil Company Ltd.
Imperial Oil Resources,Nexen Oil Sands Partnership
Mocal Energy Limited,Murphy Oil Company Ltd.
Mocal Energy Limited,Nexen Oil Sands Partnership
Murphy Oil Company Ltd.,Nexen Oil Sands Partnership
INDIANA UNIVERSITY RESEARCH AND TECHNOLOGY CORPORATION,Purdue Research Foundation
INTERNATIONAL PAPER COMPANY,University of Maine System Board of Trustees
"BGM Engineering, Inc.","Ford Global Technologies, LLC"
Hong Kong Baptist University,The Hong Kong University of Science and Technology
BROTHER KOGYO KABUSHIKI KAISHA,Kabushiki Kaisha Xing
ASTELLAS PHARMA INC.,Cancer Research Technology Limited
ASTELLAS PHARMA INC.,F. Hoffmann-La Roche AG
ASTELLAS PHARMA INC.,LUDWIG INSTITUTE FOR CANCER RESEARCH LTD
ASTELLAS PHARMA INC.,The Institute of Cancer Research: Royal Cancer Hospital
Cancer Research Technology Limited,F. Hoffmann-La Roche AG
Cancer Research Technology Limited,LUDWIG INSTITUTE FOR CANCER RESEARCH LTD
Cancer Research Technology Limited,The Institute of Cancer Research: Royal Cancer Hospital
F. Hoffmann-La Roche AG,LUDWIG INSTITUTE FOR CANCER RESEARCH LTD
F. Hoffmann-La Roche AG,The Institute of Cancer Research: Royal Cancer Hospital
LUDWIG INSTITUTE FOR CANCER RESEARCH LTD,The Institute of Cancer Research: Royal Cancer Hospital
Intel Corporation,International Business Machines Corporation
"Afas Co., Ltd.","HYUNDAI MOBIS CO., LTD."
"Allergan, Inc.","SYNTAXIN, LTD."
"SANYO ELECTRIC CO., LTD.","Sanyo Consumer Electronics Co., Ltd."
Milli-Henry Enterprise Co.,Milli-Henry Technology Inc.
Milli-Henry Enterprise Co.,Waterbear Technology Co. Ltd.
Milli-Henry Technology Inc.,Waterbear Technology Co. Ltd.
COUSIN BIOTECH SAS,Smart Hospital S.R.L.
Elsol Products Corporation,Tokyo Parts Company Limited
SANTEC HOLDINGS CORPORATION,SEIKO EPSON CORPORATION
SANTEC HOLDINGS CORPORATION,THE UNIVERSITY OF TOKYO
SEIKO EPSON CORPORATION,THE UNIVERSITY OF TOKYO
IMASEN ENGINEERING CORPORATION,"Matsumoto P&O Co., Ltd."
"TELECORDIA TECHNOLOGIES, INC.","TOSHIBA AMERICA RESEARCH, INC."
NATIONAL UNIVERSITY ORPORATION TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,TAKASAGO INTERNATIONAL CORPORATION
Andrew Telecommunication Products S.r.l.,NTI New Technologies for Industry S.A.
CHINA PETROLEUM & CHEMICAL CORPORATION,"RESEARCH INSTITUTE OF PETROLEUM PROCESSING, SINOPEC"
ACADEMIA SINICA,Wyntek Corporation
"The Chancellor, Masters and Scholars of the University of Oxford",Thomas Jefferson University
"The Chancellor, Masters and Scholars of the University of Oxford",United Therapeutics Corporation
Thomas Jefferson University,United Therapeutics Corporation
"NGK INSULATORS, LTD.",Nagaoka University of Technology
DE POAN PNEUMATIC CORP.,Robert Bosch Tool Corporation
"HONDA MOTOR CO., LTD.",RIKEN
YAMAHA HATSUDOKI KABUSHIKI KAISHA,YAMAHA MOTOR MANUFACTURING CORPORATION OF AMERICA
Axalto S.A.,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES
"Koha Co., Ltd.","TOYODA GOSEI CO., LTD."
FUJITSU LIMITED,"HITACHI, LTD."
"HITACHI, LTD.",Pioneer Corporation
"HITACHI, LTD.","SANYO ELECTRIC CO., LTD."
"HITACHI, LTD.",SHARP KABUSHIKI KAISHA
"HITACHI, LTD.","Victor Company of Japan, Ltd."
MITSUBISHI JIDOSHA ENGINEERING KABUSHIKI KAISHA,MITSUBISHI JIDOSHA KOGYO KABUSHIKI KAISHA
AMT International Inc.,"CPC CORPORATION, TAIWAN"
Dhara Vegetable Oil and Foods Company Limited,UNIVERSITY OF DELHI SOUTH CAMPUS
Ethypharm,UNIVERSITE DE MONTREAL
"KGK Synergize, Inc.","The United States of America, as represented by the Secretary of Agriculture"
NIPPON OIL CORPORATION,PETROLEUM ENERGY CENTER
IBCO SRL,"INTERWRAP, INC."
SONY COMPUTER ENTERTAINMENT INC.,SONY GROUP CORPORATION
Polyvalor s.e.c.,"VALORISATION-RECHERCHE, LIMITED PARTNERSHIP"
LITE-ON TECHNOLOGY CORPORATION,NATIONAL SUN YAT-SEN UNIVERSITY
"Nihon Parkerizing Co., Ltd.",TOYOTA JIDOSHA KABUSHIKI KAISHA
NTN CORPORATION,"RICOH COMPANY, LTD."
Everlite Electric Ind. Corp.,OSRAM SYLVANIA Inc.
"HON HAI PRECISION INDUSTRY CO., LTD.","Hon Fu Jin Precision Industry (ShenZhen) Co., Ltd."
"KOWA COMPANY, LTD.","TEIKA PHARMACEUTICAL CO., LTD."
Istituto di Recerche di Biologia Molecolare P. Angeletti S.R.L.,"MERCK & CO., INC."
Istituto di Recerche di Biologia Molecolare P. Angeletti S.R.L.,MedImmune Limited
Istituto di Recerche di Biologia Molecolare P. Angeletti S.R.L.,Whitehead Institute For Biomedical Research
"MERCK & CO., INC.",MedImmune Limited
"MERCK & CO., INC.",Whitehead Institute For Biomedical Research
MedImmune Limited,Whitehead Institute For Biomedical Research
"ISHIKAWAJIMA-HARIMA HEAVY INDUSTRIES CO., LTD.","Sumitomo Electric Industries, Ltd."
JAPAN FINE CERAMICS CENTER,TOYOTA JIDOSHA KABUSHIKI KAISHA
PANASONIC HOLDINGS CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA
"Mitsubishi Gas Chemical Company, Inc.",SONY GROUP CORPORATION
"MITSUI CHEMICALS, INC.","SHIN-ETSU CHEMICAL CO., LTD."
"FOXSEMICON INTEGRATED TECHNOLOGY, INC.","HON HAI PRECISION INDUSTRY CO., LTD."
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Idenix Pharmaceuticals LLC
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,L'Universite Montpellier II
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,University of Cagliari
Idenix Pharmaceuticals LLC,L'Universite Montpellier II
Idenix Pharmaceuticals LLC,University of Cagliari
L'Universite Montpellier II,University of Cagliari
Japan Science and Technology Agency,The Regents of the University of California
IMEC,Universiteit Hasselt
"Hewlett-Packard Company, L.P.","STMICROELECTRONICS, INC."
Institut National de la Sante et de la Recherche Medicale (INSERM),Monoclonal Antibodies Therapeutics
The Procter & Gamble Company,"YOSHINO KOGYOSHO CO., LTD."
Faculte Universitaire des Sciences Agronomiques de Gembloux,UNIVERSITE DE LIEGE
"SAMSUNG ELECTRONICS CO., LTD.","Samsung Austin Semiconductor, LLC"
N.V.Organon,The Board of Trustees of the Leland Stanford Junior University
"Asahi Roentgen Ind. Co., Ltd.",Kyoto University
"Asahi Roentgen Ind. Co., Ltd.",THE DOSHISHA
Kyoto University,THE DOSHISHA
Chisso Corporation,Chisso Petrochemical Corporation
"HITACHI CABLE, LTD.",Yamanashi University
"Stanley Electric Co., Ltd.",TOHOKU UNIVERSITY
"Stanley Electric Co., Ltd.","Tokyo Denpa Co., Ltd."
TOHOKU UNIVERSITY,"Tokyo Denpa Co., Ltd."
IUCF-HYU (INDUSTRY-UNIVERSITY COOPERATION FOUNDATION HANYANG UNIVERSITY),"SAMSUNG MOBILE DISPLAY CO., LTD."
NIPPON STEEL CORPORATION,Nittetsu Plant Designing Corporation
CJ CORPORATION,"Jeil Pharm. Co., Ltd."
CJ CORPORATION,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
CJ CORPORATION,KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY
"Jeil Pharm. Co., Ltd.",KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
"Jeil Pharm. Co., Ltd.",KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY
ABB RESEARCH LTD.,Impact Coatings AB
CHUO HATSUJO KABUSHIKI KAISHA,"Rock Paint Co., Ltd."
"Ente Per Le Nuove Tecnologie, L'Energia E L'Ambiente-Enea","Magneti Marelli Powertrain, S.p.A."
"LUMENZ, INC.",North Carolina State University
FUJITSU LIMITED,Kabushiki Kaisha Toshiba
FUJITSU LIMITED,NEC CORPORATION
FUJITSU LIMITED,"OKI Semiconductor Co., Ltd."
FUJITSU LIMITED,PANASONIC HOLDINGS CORPORATION
FUJITSU LIMITED,Renesas Technology Corporation
FUJITSU LIMITED,"Rohm Co., Ltd."
FUJITSU LIMITED,SONY GROUP CORPORATION
Kabushiki Kaisha Toshiba,NEC CORPORATION
Kabushiki Kaisha Toshiba,"OKI Semiconductor Co., Ltd."
Kabushiki Kaisha Toshiba,PANASONIC HOLDINGS CORPORATION
Kabushiki Kaisha Toshiba,Renesas Technology Corporation
Kabushiki Kaisha Toshiba,"Rohm Co., Ltd."
Kabushiki Kaisha Toshiba,SHARP KABUSHIKI KAISHA
NEC CORPORATION,"OKI Semiconductor Co., Ltd."
NEC CORPORATION,PANASONIC HOLDINGS CORPORATION
NEC CORPORATION,Renesas Technology Corporation
NEC CORPORATION,"Rohm Co., Ltd."
NEC CORPORATION,"SANYO ELECTRIC CO., LTD."
NEC CORPORATION,SHARP KABUSHIKI KAISHA
NEC CORPORATION,SONY GROUP CORPORATION
"OKI Semiconductor Co., Ltd.",PANASONIC HOLDINGS CORPORATION
"OKI Semiconductor Co., Ltd.",Renesas Technology Corporation
"OKI Semiconductor Co., Ltd.","Rohm Co., Ltd."
"OKI Semiconductor Co., Ltd.","SANYO ELECTRIC CO., LTD."
"OKI Semiconductor Co., Ltd.",SHARP KABUSHIKI KAISHA
"OKI Semiconductor Co., Ltd.",SONY GROUP CORPORATION
PANASONIC HOLDINGS CORPORATION,Renesas Technology Corporation
PANASONIC HOLDINGS CORPORATION,"Rohm Co., Ltd."
PANASONIC HOLDINGS CORPORATION,"SANYO ELECTRIC CO., LTD."
PANASONIC HOLDINGS CORPORATION,SHARP KABUSHIKI KAISHA
PANASONIC HOLDINGS CORPORATION,SONY GROUP CORPORATION
Renesas Technology Corporation,"Rohm Co., Ltd."
Renesas Technology Corporation,"SANYO ELECTRIC CO., LTD."
Renesas Technology Corporation,SHARP KABUSHIKI KAISHA
Renesas Technology Corporation,SONY GROUP CORPORATION
"Rohm Co., Ltd.","SANYO ELECTRIC CO., LTD."
"Rohm Co., Ltd.",SHARP KABUSHIKI KAISHA
"Rohm Co., Ltd.",SONY GROUP CORPORATION
SHARP KABUSHIKI KAISHA,SONY GROUP CORPORATION
"NIPPON SHEET GLASS COMPANY, LIMITED","TAIYO INK MFG. CO., LTD."
"Miyaguchi Research Co., Ltd.",The Distribution Systems Research Institute
"SAKURA FINETEK JAPAN CO., LTD.","SAKURA SEIKI CO., LTD."
"NGK INSULATORS, LTD.",OSAKA UNIVERSITY
"NGK INSULATORS, LTD.","TOYODA GOSEI CO., LTD."
OSAKA UNIVERSITY,"TOYODA GOSEI CO., LTD."
HSC Research and Development Limited Partnership,The Governing Council of the University of Toronto
Advanced Research & Technology Institute,Ludwig-Maximilians-Universitat Munchen Abeteilung Mediziniche Genetik
"AOI ELECTRONICS CO., LTD.",National University Corporation Kagawa University
Alcoa Technical Center,The Regents of the University of California
OSRAM Gesellschaft mit beschraenkter Haftung,OSRAM Opto Semiconductors GmbH
Industrial Technology Research Institute,NANYA TECHNOLOGY CORPORATION
Industrial Technology Research Institute,POWERCHIP SEMICONDUCTOR CORP.
Industrial Technology Research Institute,"Promos Technologies, Inc."
Industrial Technology Research Institute,UNITED MICROELECTRONICS CORP.
NANYA TECHNOLOGY CORPORATION,POWERCHIP SEMICONDUCTOR CORP.
NANYA TECHNOLOGY CORPORATION,"Promos Technologies, Inc."
NANYA TECHNOLOGY CORPORATION,UNITED MICROELECTRONICS CORP.
POWERCHIP SEMICONDUCTOR CORP.,"Promos Technologies, Inc."
POWERCHIP SEMICONDUCTOR CORP.,UNITED MICROELECTRONICS CORP.
"Promos Technologies, Inc.",UNITED MICROELECTRONICS CORP.
HER MAJESTY THE QUEEN IN RIGHT OF CANADA AS REPRESENTED BY THE MINISTER OF NATUAL RESOURCES,UNIVERSITE DE SHERBROOKE
North Carolina State University,"ZettaCore, Inc."
Institut fur Automation und Kommunikation e.V.,Siemens Aktiengesellschaft
POSTECH ACADEMY-INDUSTRY FOUNDATION,"Seoul Opto Device Co., Ltd."
Canon Kabushiki Kaisha,Kabushiki Kaisha Toshiba
Mahle International GmbH,Mahle Metal Leve S/A
Delta Services Industriels S.P.R.L.,TOTAL RAFFINAGE MARKETING
Iocell Corporation,LG ELECTRONICS INC.
LG ELECTRONICS INC.,"LG INNOTEK CO., LTD."
John Bean Technologies S.p.A.,MFC Technologies Italia S.p.A.
INDUSTRY-UNIVERSITY COOPERATION FOUNDATION HANYANG UNIVERSITY,"SAMSUNG ELECTRONICS CO., LTD."
"KOBELCO RESEARCH INSTITUTE, INC.",Kabushiki Kaisha Kobe Seiko Sho
"CytoPathfinder, Inc.","KURARAY CO., LTD."
"CytoPathfinder, Inc.",National Institute of Advanced Industrial Science and Technology
"KURARAY CO., LTD.",National Institute of Advanced Industrial Science and Technology
"DOWA Electronics Materials Co., Ltd.",THE UNIVERSITY OF TOKYO
COLEY PHARMACEUTICAL GMBH,University of Iowa Research Foundation
FEDEX CORPORATE SERVICES INC.,"METROLOGIC INSTRUMENTS, INC."
"TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA, INC.",Toyota Motor Corporation
"OKI Semiconductor Co., Ltd.","TOKYO OHKA KOGYO CO., LTD."
"OKI Semiconductor Co., Ltd.",WASEDA UNIVERSITY
"TOKYO OHKA KOGYO CO., LTD.",WASEDA UNIVERSITY
JAPAN ATOMIC ENERGY AGENCY,"Kyushu Hitachi Maxell, Ltd."
MONASH UNIVERSITY,Polychip Pharmaceuticals Pty Ltd.
DENSO CORPORATION,"Nippon Shokubai Co., Ltd."
INSTITUT PASTEUR,PerkinElmer Cellular Technologies Germany GmbH
Chrysler Group LLC,Daimler AG
GROUPE SEB USA,SEB S.A.
"Advanced Micro Devices, Inc.",Spansion LLC.
Japan Science and Technology Agency,Seizi Nishizawa
"MORPHOTEK, INC.",THE JOHNS HOPKINS UNIVERSITY
SONY GROUP CORPORATION,Sony Chemical & Information Device Corporation
DENSO CORPORATION,"SUMITOMO METAL MINING CO., LTD."
"SUMITOMO METAL MINING CO., LTD.",TOYOTA JIDOSHA KABUSHIKI KAISHA
"Governing Council of the Univ. of Toronto, The",President and Fellows of Harvard College
Archimedes Development Limited,VERNALIS (R&D) LTD
"The United States of America, as represented by the Department of Health and Human Services",University of Kansas
SHARP KABUSHIKI KAISHA,"Sumitomo Electric Industries, Ltd."
KABUSHIKI KAISHA TOYOTA JIDOSHOKKI,TOYOTA JIDOSHA KABUSHIKI KAISHA
Chartered Semiconductor Manufacturing LTD,International Business Machines Corporation
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,UNIVERSITE DES SCIENCES ET TECHNOLOGIES DE LILLE 1
Nutrigo SA DE CV,PAK West Paper & Packaging
Nutrigo SA DE CV,"Pak International, Inc."
PAK West Paper & Packaging,"Pak International, Inc."
"The United States of America, as represented by the Department of Health and Human Services",Whitehead Institute For Biomedical Research
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Universite Paris 7-Denis Diderot (university)
"CASIO COMPUTER CO., LTD.",Kochi Industrial Promotion Center
Georgia Tech Research Corporation,"University of Florida Research Foundation, INC."
"TOYODA GOSEI CO., LTD.",TOYOTA JIDOSHA KABUSHIKI KAISHA
"RION CO., LTD.",WASEDA UNIVERSITY
Fitzke Werberechnik,VOLKSWAGEN AKTIENGESELLSCHAFT
"Advanced Liquid Logic, Inc.",Duke University
"HONDA MOTOR CO., LTD.","YACHIYO INDUSTRY CO., LTD."
TRUSTEES OF BOSTON UNIVERSITY,"The Brigham and Women's Hospital, Inc."
TRUSTEES OF BOSTON UNIVERSITY,University of Southern California
"The Brigham and Women's Hospital, Inc.",University of Southern California
TOYOTA JIDOSHA KABUSHIKI KAISHA,TRINITY INDUSTRIAL CORPORATION
FIRST DATA CORPORATION,The Western Union Company
"AGILENT TECHNOLOGIES, INC.",PANASONIC HOLDINGS CORPORATION
"IDEMITSU KOSAN CO., LTD.",OSAKA UNIVERSITY
Callaway Golf Company,PRIPRO POLYMERS INC.
"FURUKAWA ELECTRIC CO., LTD.","TOTOKU ELECTRIC CO., LTD."
"Molecular Imprints, Inc.",The Board of Regents of the University of Texas System
HOYA CORPORATION,"NIPPON SHEET GLASS COMPANY, LIMITED"
Extein Corporation,Fujimak Corporation
Extein Corporation,JAMCO CORPORATION
Fujimak Corporation,JAMCO CORPORATION
Au Optronics Corporation,Chi Mei Optoeletronics Corporation
Au Optronics Corporation,"Chunghwa Picture Tubes, LTD."
Au Optronics Corporation,HannStar Display Corporation
Au Optronics Corporation,Industrial Technology Research Institute
Au Optronics Corporation,TPO Dispalys Corp.
Au Optronics Corporation,Taiwan TFT LCD Association
Chi Mei Optoeletronics Corporation,"Chunghwa Picture Tubes, LTD."
Chi Mei Optoeletronics Corporation,HannStar Display Corporation
Chi Mei Optoeletronics Corporation,Industrial Technology Research Institute
Chi Mei Optoeletronics Corporation,TPO Dispalys Corp.
Chi Mei Optoeletronics Corporation,Taiwan TFT LCD Association
"Chunghwa Picture Tubes, LTD.",HannStar Display Corporation
"Chunghwa Picture Tubes, LTD.",Industrial Technology Research Institute
"Chunghwa Picture Tubes, LTD.",TPO Dispalys Corp.
"Chunghwa Picture Tubes, LTD.",Taiwan TFT LCD Association
HannStar Display Corporation,Industrial Technology Research Institute
HannStar Display Corporation,TPO Dispalys Corp.
HannStar Display Corporation,Taiwan TFT LCD Association
Industrial Technology Research Institute,TPO Dispalys Corp.
Industrial Technology Research Institute,Taiwan TFT LCD Association
TPO Dispalys Corp.,Taiwan TFT LCD Association
Mitsubishi Electric Corporation,THE SOCIETY OF JAPANESE AEROSPACE COMPANIES
Marvell International Ltd.,Marvell Semiconductor Israel Ltd.
Marvell International Ltd.,"Radlan Computer Communications, Ltd"
Marvell Semiconductor Israel Ltd.,"Radlan Computer Communications, Ltd"
"New Century Pharmaceuticals, Inc.",University of Kentucky Research Foundation
AISIN SEIKI KABUSHIKI KAISHA,"NISHIKAWA RUBBER CO., LTD."
"NIPPON STEEL ENGINEERING CO., LTD",Nittetsu Plant Designing Corporation
MITSUBISHI TANABE PHARMA CORPORATION,"SENJU PHARMACEUTICAL CO., LTD."
TOPCON CORPORATION,"Voxis, Inc."
Kabushiki Kaisha Toshiba,"Oki Electric Industry Co., Ltd."
FUJITSU MEDIA DEVICES LIMITED,"TAIYO YUDEN CO., LTD."
FANCL CORPORATION,"NIPPON BEET SUGAR MANUFACTURING., CO., LTD"
MedImmune Limited,The Board of Regents of the University of Texas System
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,ECOLE NATIONALE SUPERIEURE DE TECHNIQUES AVANCEES
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,ECOLE POLYTECHNIQUE
ECOLE NATIONALE SUPERIEURE DE TECHNIQUES AVANCEES,ECOLE POLYTECHNIQUE
Monsanto Technology LLC,"Stine Seed Farm, Inc."
SAE MAGNETICS (H.K.) LTD.,TDK CORPORATION
Japan Fine Chemicals Center,TOWA CORPORATION
GRANDIS,Renesas Technology Corporation
"BIOLAB HOLDINGS, INC.",YISSUM RESEARCH DEVELOPMENT COMPANY OF THE HEBREW UNIVERSITY OF JERUSALEM LTD.
"BioSante Pharmaceuticals, Inc.",The John Hopkins University
NITTO DENKO CORPORATION,NITTO SHINKO CORPORATION
NITTO DENKO CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA
NITTO SHINKO CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA
